date,svc_ltcy_200,svc_req_rate,svc_cpu_use,svc_cpu_sat,svc_net_use,svc_disk_use,system_cpu_use,system_cpu_sat,system_net_use,svc_req_size,svc_resp_size,svc_pods
2020-02-17 08:40:51,0.010000000000000009,0.0,0.0,-0.009999999999999995,10967.23999999999,4698.459999999999,-0.040000000000000036,-3.25,-116629.88999999966,-0.22000000000025466,-4.920000000001892,3.0
2020-02-17 08:41:06,0.0,-0.040000000000000036,-0.02999999999999997,-0.009999999999999995,-19370.969999999987,-8552.84,0.030000000000000027,2.6700000000000017,28420.509999999776,26.5300000000002,600.3400000000001,0.0
2020-02-17 08:41:21,-0.010000000000000009,-0.050000000000000044,0.010000000000000009,-0.010000000000000009,2129.0,-2596.4100000000003,0.039999999999999813,-1.8299999999999983,61906.95999999996,-143.36000000000013,-1163.5099999999984,0.0
2020-02-17 08:41:36,0.10000000000000003,0.5800000000000001,0.07,-0.01999999999999999,35171.08,9814.11,0.14000000000000012,3.25,445307.3700000001,908.2000000000003,5880.119999999999,0.0
2020-02-17 08:41:51,-0.010000000000000009,0.7599999999999998,0.07999999999999996,0.04999999999999999,49050.01999999999,1272.7199999999993,0.20000000000000018,-0.75,553728.56,1163.2899999999995,7652.460000000003,0.0
2020-02-17 08:42:06,-0.07,1.1999999999999997,0.050000000000000044,0.06,44013.94,-7286.829999999999,0.1200000000000001,-3.8400000000000034,481242.3499999996,1928.6000000000004,13111.559999999998,-4.0
2020-02-17 08:42:21,-0.020000000000000018,0.17000000000000082,0.06999999999999995,0.03,20925.369999999995,-2500.8900000000003,0.07999999999999963,-1.6599999999999966,163471.6299999999,-512.04,697.5800000000017,2.0
2020-02-17 08:42:36,-0.009999999999999981,-0.040000000000000036,0.030000000000000027,-0.009999999999999981,-44951.81,15835.76,-0.09999999999999964,-4.340000000000003,-172540.39999999944,-3352.78,1168.75,2.0
2020-02-17 08:42:51,0.009999999999999981,-0.40000000000000036,-0.06000000000000005,-0.010000000000000009,11023.529999999999,5490.759999999998,-0.010000000000000231,-1.5799999999999983,-49405.75999999978,3680.36,-2186.989999999998,0.0
2020-02-17 08:43:06,0.06,-0.31000000000000005,-0.039999999999999925,0.04999999999999999,9073.459999999992,-11768.89,-0.009999999999999787,1.0799999999999983,-132752.33000000007,-465.9499999999998,-3346.100000000006,0.0
2020-02-17 08:43:21,0.010000000000000009,-0.1299999999999999,0.0,-0.06999999999999998,-31618.899999999994,-10270.869999999999,0.029999999999999805,2.5,-11093.760000000708,-135.55000000000018,-171.07999999999447,0.0
2020-02-17 08:43:36,0.04999999999999999,0.31000000000000005,-0.020000000000000018,-0.03,15064.089999999997,17362.54,0.03000000000000025,0.1700000000000017,559911.7800000003,176.23999999999978,-348.9800000000032,0.0
2020-02-17 08:43:51,-0.010000000000000009,0.1299999999999999,0.06999999999999995,0.009999999999999981,72395.47000000003,6552.18,-0.050000000000000266,6.329999999999998,15006.070000000298,42.340000000000146,20.400000000001455,0.0
2020-02-17 08:44:06,0.010000000000000009,-0.040000000000000036,-0.029999999999999916,0.010000000000000009,23732.28999999998,-21436.97,-0.029999999999999805,3.8400000000000034,-35010.049999999814,-38.61999999999989,-6.180000000000291,0.0
2020-02-17 08:44:21,-0.10999999999999999,-0.22999999999999998,-0.030000000000000027,0.0,-85767.72,-3661.3,-0.03000000000000025,-0.1700000000000017,-632331.8900000006,-395.02000000000044,-2646.6200000000026,0.0
2020-02-17 08:44:36,-0.01999999999999999,0.14000000000000012,0.040000000000000036,-0.010000000000000009,-11597.130000000005,23724.98,-0.04999999999999982,-1.0799999999999983,-85628.94999999925,170.6900000000005,1152.0400000000009,0.0
2020-02-17 08:44:51,0.009999999999999981,0.08999999999999986,-0.06000000000000005,0.03,12112.059999999998,766.5,0.029999999999999805,-2.8400000000000034,128371.0,109.42000000000007,157.9800000000032,0.0
2020-02-17 08:45:06,0.12,0.0,0.0,0.020000000000000018,-13515.130000000005,-15117.33,-0.009999999999999787,9.340000000000003,-87619.76000000071,133.5599999999995,1260.9300000000003,0.0
2020-02-17 08:45:21,0.06,-0.14000000000000012,0.0,-0.05000000000000002,4067.99000000002,-8920.150000000001,0.06999999999999984,-4.75,81239.70999999996,-180.0599999999995,-944.5500000000029,0.0
2020-02-17 08:45:36,0.07,-0.1299999999999999,0.040000000000000036,0.03,2645.779999999999,-944.3499999999999,-0.06999999999999984,-3.8400000000000034,-193531.0,-39.80000000000018,438.6800000000003,-2.0
2020-02-17 08:45:51,-0.13,-0.04999999999999982,-0.010000000000000009,0.04000000000000001,-10950.820000000007,24722.48,0.040000000000000036,5.0,197992.40000000037,70.36999999999989,502.8899999999994,1.0
2020-02-17 08:46:06,0.13,0.08999999999999986,0.020000000000000018,0.0,32742.040000000008,-251.0,-0.03000000000000025,2.0,15860.78000000026,34.55000000000018,-115.75,1.0
2020-02-17 08:46:21,-0.08999999999999997,0.3599999999999999,0.029999999999999916,-0.04000000000000001,-16566.45000000001,-18043.149999999998,0.11000000000000032,-3.25,309165.88999999966,250.14000000000033,1253.1299999999974,0.0
2020-02-17 08:46:36,0.04999999999999999,0.5499999999999998,0.0,-0.03,39599.380000000005,13397.93,0.07999999999999963,-1.4099999999999966,407947.5099999998,1041.8399999999992,7445.82,0.0
2020-02-17 08:46:51,-0.21000000000000002,0.8700000000000001,0.06000000000000005,0.06,46844.669999999984,6294.91,0.22999999999999998,-0.5900000000000034,530791.0899999999,1279.630000000001,8442.330000000002,0.0
2020-02-17 08:47:06,0.010000000000000009,0.71,0.22999999999999998,0.1,42341.5,-12555.91,0.13000000000000034,-0.1599999999999966,425098.47000000067,1574.7600000000002,11072.479999999996,0.0
2020-02-17 08:47:21,0.15999999999999998,0.16000000000000014,-0.040000000000000036,-0.03999999999999998,-4622.609999999986,-7715.790000000001,0.020000000000000018,-3.8400000000000034,-67600.11000000034,-1461.4800000000014,-4760.799999999988,-2.0
2020-02-17 08:47:36,0.010000000000000009,-0.20000000000000018,-0.09999999999999998,0.07,-42587.26000000001,38656.020000000004,-0.15000000000000036,0.0,-167033.2000000002,113.8700000000008,-59371.62000000001,1.0
2020-02-17 08:47:51,0.010000000000000009,0.0,-0.010000000000000009,-0.040000000000000036,18890.48999999999,-1873.3099999999977,-0.009999999999999787,2.6700000000000017,-97473.66999999993,891.9099999999999,60406.26000000001,1.0
2020-02-17 08:48:06,-0.08999999999999997,-0.04999999999999982,0.030000000000000027,-0.06999999999999998,25325.890000000014,-33227.76,0.10000000000000009,-3.5799999999999983,97280.29000000004,50.44000000000051,735.5299999999988,0.0
2020-02-17 08:48:21,0.019999999999999962,0.13999999999999968,0.10999999999999999,0.15,13011.299999999988,-615.9099999999999,0.13999999999999968,5.0,271152.78000000026,-887.8900000000012,2479.62999999999,0.0
2020-02-17 08:48:36,-0.10999999999999999,-0.08999999999999986,-0.040000000000000036,-0.020000000000000018,-9080.869999999995,19884.13,0.06000000000000005,5.909999999999997,540601.3099999996,1143.8100000000013,-373.84999999999127,0.0
2020-02-17 08:48:51,0.0,0.1299999999999999,0.07000000000000006,-0.06,29825.940000000002,6442.189999999995,-0.06000000000000005,3.4200000000000017,-11919.689999999478,240.1999999999989,1738.199999999997,0.0
2020-02-17 08:49:06,0.0,-0.1299999999999999,0.0,-0.019999999999999962,49848.28000000003,1636.7200000000012,-0.03999999999999959,15.329999999999998,35009.9299999997,-217.77000000000044,-1545.2599999999948,-1.0
2020-02-17 08:49:21,0.030000000000000027,0.1299999999999999,-0.030000000000000027,0.02999999999999997,-40821.27000000002,-33494.5,-0.010000000000000231,-0.0799999999999983,-435304.6699999999,236.3000000000011,1806.5999999999913,1.0
2020-02-17 08:49:36,-0.030000000000000027,-0.040000000000000036,-0.020000000000000018,0.010000000000000009,-43087.659999999974,30355.160000000003,-0.06000000000000005,-8.25,-108757.02000000048,-113.92000000000007,-65129.71,-1.0
2020-02-17 08:49:51,-0.010000000000000009,0.09000000000000075,-0.020000000000000018,-0.06,-40042.82000000001,11372.559999999998,-0.020000000000000018,-7.079999999999998,-170274.59999999963,-3085.05,62516.93,1.0
2020-02-17 08:50:06,0.0,-0.14000000000000057,-0.019999999999999907,0.03999999999999998,-18498.95000000001,-37799.9,-0.06000000000000005,-0.6700000000000017,-51829.1799999997,2826.8100000000004,-288.6600000000035,0.0
2020-02-17 08:50:21,0.010000000000000009,0.0,0.05999999999999994,0.0,27650.95000000001,-4856.69,0.010000000000000231,-4.420000000000002,-44979.020000000484,-6.140000000001237,-233.42999999999302,0.0
2020-02-17 08:50:36,0.15000000000000002,-0.1299999999999999,-0.04999999999999993,0.0,-14438.150000000023,30330.110000000004,-0.03000000000000025,-5.5,15325.290000000037,2.8299999999999272,469.0500000000029,0.0
2020-02-17 08:50:51,0.009999999999999953,-0.3099999999999996,-0.10000000000000009,0.0,-11468.339999999967,3347.769999999997,0.0,-1.9099999999999966,-158185.06999999937,-530.9799999999996,-3660.520000000004,0.0
2020-02-17 08:51:06,0.020000000000000018,-0.04999999999999982,0.06000000000000005,0.030000000000000027,20374.589999999967,4710.709999999999,0.0,2.6599999999999966,97903.02999999933,-179.75,-1420.5699999999997,0.0
2020-02-17 08:51:21,-0.18,0.08999999999999986,-0.010000000000000009,-0.06,1052.429999999993,-38215.159999999996,0.050000000000000266,6.840000000000003,22570.169999999925,105.11000000000058,645.7699999999968,0.0
2020-02-17 08:51:36,0.0,0.8499999999999996,0.06999999999999995,0.02999999999999997,-23966.440000000002,19721.54,0.08999999999999986,-4.75,470978.98000000045,1294.3500000000004,8439.600000000006,0.0
2020-02-17 08:51:51,0.15999999999999998,0.4900000000000002,0.050000000000000044,0.020000000000000018,78735.95000000001,14591.27,0.050000000000000266,1.0799999999999983,143928.78000000026,916.1800000000003,6698.020000000004,0.0
2020-02-17 08:52:06,0.18,0.1299999999999999,-0.010000000000000009,0.08000000000000002,23767.429999999993,-15065.580000000002,0.06999999999999984,9.829999999999998,226910.5599999996,381.8099999999995,3371.1699999999983,0.0
2020-02-17 08:52:21,0.0,0.040000000000000036,-0.010000000000000009,-0.06,8611.299999999988,-13155.199999999999,0.08000000000000007,-5.579999999999998,42265.5700000003,139.14999999999964,783.0399999999936,0.0
2020-02-17 08:52:36,0.010000000000000009,0.0,0.19000000000000006,0.08999999999999997,31162.600000000035,36774.369999999995,0.04999999999999982,0.25,172420.06999999937,-231.95999999999913,-2447.9900000000052,0.0
2020-02-17 08:52:51,-0.20999999999999996,0.3099999999999996,-0.09000000000000008,-0.10999999999999999,15755.570000000007,9327.460000000006,-0.029999999999999805,-3.5,45404.70999999996,-985.8900000000012,3304.0100000000093,-1.0
2020-02-17 08:53:06,0.04999999999999999,0.05000000000000071,-0.07999999999999996,-0.08000000000000002,-35256.66000000003,-12905.050000000003,0.020000000000000018,4.329999999999998,-36254.12999999989,-379.72999999999956,-2499.6600000000035,-1.0
2020-02-17 08:53:21,-0.04999999999999999,0.040000000000000036,0.07999999999999996,0.12,23244.98000000004,-32201.730000000003,0.10999999999999988,-0.8299999999999983,230717.9500000002,-1956.1900000000005,-74709.76,0.0
2020-02-17 08:53:36,0.019999999999999962,0.5399999999999991,-0.020000000000000018,0.10000000000000003,28508.419999999984,33789.57,0.10000000000000009,4.920000000000002,712926.0300000003,1816.0699999999997,80179.23,1.0
2020-02-17 08:53:51,0.0,0.13000000000000078,0.09000000000000008,0.02999999999999997,-36607.419999999984,15207.580000000002,-0.10000000000000009,-2.4200000000000017,-70011.4299999997,-889.3799999999992,8997.39,-4.0
2020-02-17 08:54:06,0.06,-0.17999999999999972,-0.010000000000000009,-0.020000000000000018,54597.46999999997,-19700.67,-0.08000000000000007,14.329999999999998,-50733.40000000037,4169.91,-2301.8300000000017,5.0
2020-02-17 08:54:21,-0.009999999999999953,0.1399999999999988,-0.09999999999999998,-0.18999999999999995,-5996.869999999995,-28906.84,-0.04999999999999982,-5.0,-527136.3499999996,-446.8299999999999,-3224.0899999999965,-1.0
2020-02-17 08:54:36,-0.050000000000000044,-0.17999999999999972,0.09999999999999998,0.07999999999999996,-110674.83000000002,32298.929999999997,0.029999999999999805,1.5900000000000034,21458.979999999516,-1664.1599999999999,-3643.6399999999994,1.0
2020-02-17 08:54:51,-0.06999999999999995,-0.049999999999998934,0.07000000000000006,0.07,94793.83000000002,14088.29,-0.06999999999999984,2.4099999999999966,-24524.03000000026,1617.8700000000008,2768.470000000001,0.0
2020-02-17 08:55:06,0.07999999999999996,-0.5700000000000012,-0.1100000000000001,-0.04999999999999999,-9549.820000000007,-15749.659999999996,-0.07000000000000028,0.1700000000000017,-221156.59999999963,-635.1100000000006,-5133.2300000000105,0.0
2020-02-17 08:55:21,-0.010000000000000009,-0.17999999999999972,-0.18999999999999995,-0.16,-115635.72999999998,-28896.36,-0.05999999999999961,5.329999999999998,-101233.12999999989,-503.6900000000005,-2515.0,0.0
2020-02-17 08:55:36,-0.009999999999999953,0.1299999999999999,0.07999999999999996,0.06999999999999998,43964.109999999986,17274.840000000004,0.05999999999999961,11.0,-63292.360000000335,-123.88999999999942,1543.8600000000006,0.0
2020-02-17 08:55:51,-0.11000000000000004,0.04999999999999982,0.040000000000000036,0.0,32398.869999999995,21591.02,0.1200000000000001,-4.409999999999997,129554.71999999974,374.02000000000044,1021.5500000000029,0.0
2020-02-17 08:56:06,0.0,0.040000000000000036,0.039999999999999925,0.040000000000000036,-52989.34999999998,-26155.850000000002,0.040000000000000036,-0.6700000000000017,164884.5700000003,306.89999999999964,2670.570000000007,0.0
2020-02-17 08:56:21,0.16000000000000003,0.4900000000000002,-0.010000000000000009,0.019999999999999962,67411.98999999999,-15205.17,0.03000000000000025,-4.0,198390.11000000034,351.6999999999989,249.8399999999965,0.0
2020-02-17 08:56:36,0.02999999999999997,0.40000000000000036,0.07000000000000006,0.11000000000000004,15650.700000000012,35272.64,0.06999999999999984,7.920000000000002,535335.4900000002,-1525.9399999999987,6932.550000000003,0.0
2020-02-17 08:56:51,0.08999999999999997,0.8900000000000006,0.08000000000000007,0.019999999999999962,53679.630000000005,3766.260000000002,0.16999999999999993,-4.090000000000003,354831.77999999933,3980.709999999999,9855.279999999999,0.0
2020-02-17 08:57:06,-0.08999999999999997,0.34999999999999964,0.05999999999999983,-0.04999999999999999,7189.589999999967,-26984.04,0.14000000000000012,-3.1599999999999966,392265.08999999985,-1103.6599999999999,9158.459999999992,0.0
2020-02-17 08:57:21,-0.06,0.23000000000000043,0.040000000000000036,0.030000000000000027,37036.090000000026,-16964.409999999996,0.029999999999999805,-5.670000000000002,-67856.68999999948,314.4899999999998,-90.61999999999534,-1.0
2020-02-17 08:57:36,0.0,0.03999999999999915,0.08000000000000007,0.07,-38354.17000000004,55031.939999999995,-0.08000000000000007,2.1700000000000017,-147943.49000000022,-1291.9400000000005,-106134.56,0.0
2020-02-17 08:57:51,-0.02999999999999997,-0.03999999999999915,-0.050000000000000044,-0.020000000000000018,20762.030000000028,2877.8300000000017,-0.08999999999999986,-0.1700000000000017,-197862.0,2853.34,102925.85,1.0
2020-02-17 08:58:06,0.03999999999999998,-0.14000000000000057,-0.11999999999999988,-0.07,1560.9300000000512,-17083.690000000002,-0.06999999999999984,-5.25,-138678.08999999985,-379.6799999999985,-3160.590000000011,0.0
2020-02-17 08:58:21,0.030000000000000027,-0.40000000000000036,-0.10000000000000009,0.03999999999999998,-112493.00000000006,-33302.67,0.04999999999999982,-4.0,71801.29000000004,-543.0400000000009,-3177.0999999999913,0.0
2020-02-17 08:58:36,0.06,0.05000000000000071,0.07000000000000006,0.0,61989.840000000026,38904.07,-0.020000000000000018,0.0,271720.4899999993,-7.350000000000364,174.52999999999884,0.0
2020-02-17 08:58:51,0.030000000000000027,0.10999999999999943,-0.050000000000000044,-0.07,48005.56999999995,31447.510000000002,0.020000000000000018,-5.0,-34971.52999999933,83.22999999999956,55.220000000001164,-1.0
2020-02-17 08:59:06,-0.08000000000000007,0.0600000000000005,0.020000000000000018,0.11000000000000004,81005.69000000006,-29123.800000000003,0.0,0.5799999999999983,182227.91000000015,404.5799999999999,2920.3300000000017,1.0
2020-02-17 08:59:21,-0.019999999999999962,0.0,0.040000000000000036,0.030000000000000027,-39115.119999999995,-38822.85,-0.020000000000000018,10.590000000000003,-474625.16000000015,-353.5199999999986,-3449.9300000000076,0.0
2020-02-17 08:59:36,0.10000000000000003,0.07000000000000028,-0.020000000000000018,-0.11000000000000004,-89063.62000000005,28149.020000000004,-0.020000000000000018,-2.0,84549.68999999948,160.5,557.7799999999988,0.0
2020-02-17 08:59:51,0.010000000000000009,-0.07000000000000028,0.06000000000000005,0.03999999999999998,50713.01999999996,23411.620000000003,-0.040000000000000036,-0.9200000000000017,-142893.50999999978,-262.71000000000095,-854.0500000000029,0.0
2020-02-17 09:00:06,0.1299999999999999,0.1399999999999988,0.019999999999999796,0.050000000000000044,-47371.06999999995,-29297.680000000008,0.06000000000000005,-4.079999999999998,226602.22000000067,416.7900000000009,3556.3300000000017,0.0
2020-02-17 09:00:21,-0.22999999999999993,0.13000000000000078,0.0,0.039999999999999925,49038.51000000001,-25156.579999999998,-0.040000000000000036,0.3299999999999983,-205970.55000000075,-607.1800000000003,-9314.940000000002,0.0
2020-02-17 09:00:36,0.29,0.22000000000000064,-0.019999999999999796,-0.009999999999999898,1493.3099999999395,52332.56,-0.020000000000000018,-5.25,-30430.669999999925,374.52000000000044,5236.280000000013,-1.0
2020-02-17 09:00:51,-0.050000000000000044,-0.40000000000000036,-0.020000000000000018,-0.15000000000000008,-80448.05999999994,303.6200000000026,0.07000000000000028,-2.6700000000000017,94289.87000000011,-120.03000000000065,742.1599999999889,-1.0
2020-02-17 09:01:06,-0.010000000000000009,0.1399999999999988,0.0,0.15999999999999998,33897.330000000016,-20278.020000000004,0.07999999999999963,9.670000000000002,335677.18000000063,670.25,5556.270000000004,2.0
2020-02-17 09:01:21,-0.23999999999999994,0.09000000000000163,0.08999999999999986,-0.009999999999999898,71224.53999999998,-40091.94,0.07000000000000028,-7.670000000000002,190409.30999999866,325.5700000000015,4073.970000000001,0.0
2020-02-17 09:01:36,-0.010000000000000009,0.7099999999999991,-0.010000000000000009,-0.31000000000000005,-49862.79999999999,39544.04,-0.010000000000000231,5.090000000000003,93115.22000000067,809.1999999999971,3043.3899999999994,0.0
2020-02-17 09:01:51,0.010000000000000009,0.2599999999999998,-0.030000000000000027,0.19,-46151.91000000003,16525.120000000003,0.0900000000000003,5.75,200512.59999999963,384.65000000000146,2535.6399999999994,-1.0
2020-02-17 09:02:06,0.27999999999999997,-0.34999999999999964,0.030000000000000027,0.010000000000000009,42076.17999999999,-32823.84,-0.010000000000000231,5.75,137621.75,-5016.709999999999,-7454.470000000001,-3.0
2020-02-17 09:02:21,0.12,-0.14000000000000057,-0.05999999999999983,0.02999999999999997,103221.04000000004,-22375.06,0.03000000000000025,-10.670000000000002,69827.83000000007,4511.25,-101535.78,3.0
2020-02-17 09:02:36,0.020000000000000018,0.45000000000000107,0.09999999999999987,0.0,-5800.520000000019,72693.06999999999,0.04999999999999982,5.670000000000002,167333.29000000097,-1454.3100000000013,112792.05,-2.0
2020-02-17 09:02:51,-0.12,0.75,0.07000000000000006,0.14,-88920.04999999999,3035.3699999999953,-0.020000000000000018,1.1599999999999966,-131225.40000000037,-1127.8799999999992,-1281.4199999999983,3.0
2020-02-17 09:03:06,-0.14,0.3999999999999986,-0.13000000000000012,-0.010000000000000009,17777.78999999998,-47213.02999999999,0.10000000000000009,11.840000000000003,341103.52999999933,4804.49,8586.759999999995,0.0
2020-02-17 09:03:21,-0.13,-0.34999999999999964,0.0,-0.030000000000000027,4405.290000000037,-18153.320000000003,0.06000000000000005,9.75,9038.179999999702,-361.0400000000009,-1989.8500000000058,0.0
2020-02-17 09:03:36,-0.010000000000000009,0.4400000000000013,0.13000000000000012,0.0,84859.06999999995,9340.470000000001,0.10000000000000009,6.829999999999998,525858.2000000011,831.4099999999999,6951.080000000002,0.0
2020-02-17 09:03:51,-0.009999999999999953,-0.3500000000000014,0.06000000000000005,0.15000000000000002,-30557.880000000005,44616.76999999999,-0.07000000000000028,-10.170000000000002,-340602.8300000001,-429.9699999999975,-2985.350000000006,0.0
2020-02-17 09:04:06,0.0,0.13000000000000078,-0.06000000000000005,-0.04999999999999993,-7485.270000000019,-662.5199999999895,-0.08000000000000007,-4.579999999999998,-157799.88000000082,-129.10000000000218,-1948.0399999999936,0.0
2020-02-17 09:04:21,0.02999999999999997,-0.5299999999999994,-0.09000000000000008,-0.23000000000000004,-61534.98999999993,-59998.91,0.010000000000000231,14.75,-280068.13999999873,-240.52000000000044,-679.5099999999948,0.0
2020-02-17 09:04:36,0.0,0.28999999999999915,-0.79,0.23000000000000004,2369.9599999999627,60651.979999999996,0.0,-8.829999999999998,-6268.620000001043,234.13000000000102,2552.5899999999965,0.0
2020-02-17 09:04:51,0.020000000000000018,-0.3800000000000008,0.9100000000000001,-0.07000000000000006,79970.77999999997,15082.559999999998,-0.08000000000000007,-13.090000000000003,-306234.26999999955,-427.77000000000044,-2783.1699999999983,0.0
2020-02-17 09:05:06,0.73,-0.7099999999999991,-0.13000000000000012,-0.14999999999999997,-84590.40999999992,-37216.729999999996,-0.08000000000000007,-0.5799999999999983,-235575.66000000015,-3725.779999999999,-12406.899999999994,0.0
2020-02-17 09:05:21,-0.030000000000000027,0.10999999999999943,-0.06999999999999984,0.15999999999999998,-20474.890000000014,-40643.02,0.040000000000000036,-7.420000000000002,30333.929999999702,2273.9300000000003,256.40999999998894,-1.0
2020-02-17 09:05:36,-0.71,-0.019999999999999574,0.06999999999999984,0.14,8061.429999999993,40422.75,0.020000000000000018,-0.4099999999999966,152316.75999999978,-2126.7700000000004,2046.0800000000017,0.0
2020-02-17 09:05:51,0.0,0.6199999999999992,0.06000000000000005,0.0,16239.890000000014,26087.749999999993,0.10000000000000009,2.75,92621.06000000052,2954.7599999999984,1265.37000000001,1.0
2020-02-17 09:06:06,0.06999999999999995,-0.3999999999999986,0.010000000000000009,-0.08999999999999997,-4325.140000000014,-40868.369999999995,-0.03000000000000025,1.8299999999999983,25612.669999999925,-4955.639999999999,-612.8100000000122,0.0
2020-02-17 09:06:21,-0.06999999999999995,-0.13000000000000078,0.020000000000000018,0.06999999999999995,10264.749999999942,-24376.129999999997,-0.06000000000000005,3.4200000000000017,-167579.16000000015,4122.09,-1805.679999999993,0.0
2020-02-17 09:06:36,0.15000000000000002,-0.14000000000000057,0.010000000000000009,0.020000000000000018,-20978.689999999944,55132.76,0.010000000000000231,-1.5,297346.3800000008,-5321.15,1131.949999999997,-1.0
2020-02-17 09:06:51,-0.020000000000000018,0.7600000000000016,-0.08000000000000007,0.030000000000000027,60365.81999999995,11975.87999999999,0.10000000000000009,-1.0900000000000034,304594.7599999998,6972.519999999999,10933.449999999997,1.0
2020-02-17 09:07:06,0.17000000000000004,1.1499999999999986,0.010000000000000009,-0.22000000000000008,91597.30000000005,-50423.26999999999,0.21999999999999975,-7.579999999999998,661518.8200000003,-1353.3099999999977,10092.63000000002,0.0
2020-02-17 09:07:21,0.0,0.7400000000000002,0.10000000000000009,0.21000000000000008,-45753.97999999998,-17889.940000000002,0.040000000000000036,-3.3299999999999983,-49910.050000000745,3888.8499999999985,5778.299999999988,-2.0
2020-02-17 09:07:36,0.039999999999999925,-0.33999999999999986,0.15999999999999992,0.030000000000000027,-16913.18000000005,44005.07,0.009999999999999787,5.909999999999997,145371.58000000007,-731.7000000000007,-5570.450000000012,2.0
2020-02-17 09:07:51,-0.039999999999999925,0.0,-0.11999999999999988,-0.1100000000000001,85828.53000000003,32025.999999999993,-0.040000000000000036,-10.829999999999998,-184802.0399999991,324.0500000000029,2822.170000000013,0.0
2020-02-17 09:08:06,-0.030000000000000027,0.33999999999999986,0.07999999999999985,0.21000000000000008,43603.07999999996,-55954.439999999995,0.0,8.0,116117.2899999991,104.36999999999898,220.70999999999185,-2.0
2020-02-17 09:08:21,-0.24,-0.02999999999999936,-0.6,0.010000000000000009,-115569.37,-8179.939999999999,-0.019999999999999574,-7.0,-346725.3599999994,-2277.869999999999,-872.6999999999825,1.0
2020-02-17 09:08:36,0.24,-0.40000000000000036,0.66,-0.020000000000000018,23218.380000000005,56900.83,0.04999999999999982,0.4200000000000017,637023.8499999996,1964.739999999998,-316.22000000000116,1.0
