svc_cpu_use,svc_cpu_thr,svc_net_use,svc_disk_use,system_cpu_use,system_cpu_sat,system_net_use,svc_req_size,svc_resp_size,svc_pods,svc_req_rate,ltcy
-1.3368764203828167,-0.5648024495469175,-1.0650160852163633,-1.4576706552024856,-1.554476460608486,-1.397626645887578,-1.609802451608516,-1.114952167439701,-0.8235536883241524,-1.4854367574865295,-1.43369657558979,0.5830951894845301
-1.1265986381718458,-0.02729654823538807,-1.0194128873707007,-1.4922078842428486,-1.5497582892668438,-1.382945987947888,-1.5618301707909306,-1.1844287420001187,-0.8026457931967199,-1.4854367574865295,-1.4183640547452414,0.6
-1.2014148845606152,-0.09186956313783869,-1.0511531544581645,-0.6533424854807959,-1.5475238330681436,-1.3640830291195631,-1.466187124631954,-1.0949266631976189,-0.8057980443766904,-1.4854367574865295,-1.4282206752881654,0.5
-1.071622026558821,-0.2971873592088874,-0.9483467696818467,-0.44769870927756705,-1.5497582892668438,-1.3524199386051523,-1.4682959531526814,-1.076131234474002,-0.7911417838416497,-1.4854367574865295,-1.413983334503942,0.5
-1.071622026558821,-0.37012938841702775,-0.7849989584816585,-0.3983817425877777,-1.55117555256181,-1.2934073269571797,-1.4621020052486104,-1.093171536360522,-0.8041712011436731,-1.7089507523434369,-1.4282206752881654,0.5
-1.1265986381718458,-0.2616285723240191,-0.9180186898650062,-1.8643120939860203,-1.5515210404927755,-1.2937438647012756,-1.5391159966612986,-1.0746812790441576,-0.7889382013262731,-1.4854367574865295,-1.413983334503942,0.5291502622129182
-1.1637840702922337,-0.22663883619922212,-1.0660925113526294,-0.4939469954040318,-1.5535216263344338,-1.3268394719223033,-1.558357260956372,-1.0835954140990887,-1.3381028534558637,-1.7089507523434369,-1.4183640547452414,0.5
-1.2014148845606152,-0.4457264446990041,-1.2120407991757034,-0.16483031644393561,-1.5541614882712276,-1.352699018685622,-1.5884821998461818,-1.3249977345978179,-0.8109687987263098,-1.4854367574865295,-1.4085074342023176,0.4898979485566356
-1.2395074784430222,-0.2971873592088874,-1.2826150387102775,-1.5871646346482673,-1.5560026481459084,-1.3550245431283199,-1.597651805179032,-1.1038024562039466,-0.8134027396801962,-1.4854367574865295,-1.423839955046866,0.4898979485566356
-1.1265986381718458,-0.2971873592088874,-1.177896822157319,-1.9446414436820252,-1.5557038249752986,-1.3698390440665806,-1.605609481948342,-1.1042829055476728,-0.8153709889591597,-1.4854367574865295,-1.423839955046866,0.5
-1.2204023949546472,-0.2971873592088874,-1.231989823376378,-0.5238179229255251,-1.5565908305227014,-1.386995291492574,-1.6028981355424858,-1.1040614606547174,-0.8114160246259638,-1.4854367574865295,-1.4380772958310892,0.6324555320336759
-1.417133639343664,-0.2971873592088874,-1.275866946041781,-0.42071201213584236,-1.5565908305227014,-1.392621647205993,-1.6308841978619997,-1.145610156506783,-0.8422810199163376,-1.4854367574865295,-1.4720278777011604,0.6403124237432849
-1.297550636831701,-0.19219167520790822,-1.1984761649057898,-0.28307769245016,-1.5565908305227014,-1.3847392559659637,-1.6135632187149207,-1.1596754284179829,-0.8542590684885751,-1.4854367574865295,-1.477503778002785,0.6557438524302001
-1.3171488459423863,-0.40757784011262743,-1.1945472366255017,-1.9290045999710088,-1.5550966023392627,-1.3629480716005302,-1.6095701099835973,-1.1514506677471277,-0.8488140257054009,-1.4854367574865295,-1.467647157459861,0.5
-1.1825428029707832,-0.2971873592088874,-1.285696807405976,-0.882420445863825,-1.5522015882178,-1.378313393542027,-1.526244628726351,-1.0501689726246726,-0.7776524928486924,-1.4854367574865295,-1.374556852332246,0.5
-1.0898431387923033,-0.22663883619922212,-0.998368340931094,-0.39650845838932336,-1.5504740306657703,-1.3749126532141613,-1.5007807856047997,-0.9784787316254908,-0.7211757202167086,-1.4854367574865295,-1.3208930293763268,0.6403124237432849
-1.108168077548245,0.035598384593655046,-0.9177548401941918,-0.9004202565754386,-1.5479054697795318,-1.3414473613988946,-1.460635827088071,-0.9486024508554483,-0.6927504838642097,-1.4854367574865295,-1.3066556885921035,0.7681145747868608
-1.1265986381718458,-0.1582626051918366,-0.8891465836535057,-1.5033433904830555,-1.5447460675369251,-1.3609994678382962,-1.4531582132020717,-0.9377140915428284,-0.6861479995417161,-1.4854367574865295,-1.302274968350804,0.7681145747868608
-0.7929142379194483,0.12706243466617545,-0.7880807307600001,-0.15448153569566114,-1.542644826877998,-1.3601546916663638,-1.422653698305976,-0.9558647478572755,-0.7067891105917533,-1.4854367574865295,-1.302274968350804,0.7745966692414834
-0.9468406639935079,-0.22663883619922212,-0.7383575176398989,0.08554722690181775,-1.5439175082558907,-1.371715094878805,-1.4146207085702223,-1.033009732138403,-0.6789301580141556,-1.7089507523434369,-1.2683243864807325,0.6244997998398398
-1.0898431387923033,-0.5242914542333477,-0.8508855847632142,-0.2527929370260477,-1.5430730665845955,-1.3573290363045458,-1.4210347800215912,-1.0627232548245773,-0.7000069433144779,-1.932464747200344,-1.262848486179108,0.6633249580710799
-0.9468406639935079,-0.09186956313783869,-0.7761850423584147,-1.4475232656157482,-1.5381356632220944,-1.3601546916663638,-1.3802162190352063,-1.2157933202486093,-1.3299492440108145,-1.932464747200344,-1.2584677659378085,0.6244997998398398
-0.9820144400448337,0.21538775525805265,-0.6872157146166066,-0.2086799245290485,-1.5331960349392169,-1.3429336403914405,-1.2540855272778633,-1.0736875157436168,-0.653889133333699,-1.7089507523434369,-1.199328042680265,0.6244997998398398
-0.826531561236044,0.30087688020880804,-0.8019829180562789,0.17974704764264052,-1.5381356632220944,-1.3515458807634821,-1.266471931652551,-1.1432806814314207,-0.5780243928116815,-2.6030067317710657,-1.1850907018960415,0.6403124237432849
-0.8434626210817039,0.24418573790286785,-0.6324608546625501,-0.3356386144584645,-1.5417761830778447,-1.2965505970768423,-1.2754476718667245,-0.816989065324435,-0.5974331030794142,-1.4854367574865295,-1.2048039429818893,0.6855654600401044
-1.0175644383228175,-0.37012938841702775,-0.6505987466880033,-1.4263334334330104,-1.5439175082558907,-1.316832252803958,-1.368708500729911,-0.8519531011969321,-0.6246181813376236,-1.7089507523434369,-1.189471422137341,0.6782329983125268
-0.8434626210817039,-0.09186956313783869,-1.0083369586288613,-0.23918348283027407,-1.542644826877998,-1.3105096961108558,-1.364911983450542,-0.9821720881440369,-0.6553408468167953,-1.4854367574865295,-1.2091846632231888,0.6403124237432849
-0.7266267047924572,0.12706243466617545,-0.6991862144093348,0.12637093833175564,-1.5455589448330642,-1.3007006295654258,-1.3692507685957238,-0.8555752510537856,-0.631997493000523,-1.4854367574865295,-1.214660563524813,0.5830951894845301
-0.9120314125456492,-0.02729654823538807,-0.7288043113134474,-0.2859427968630884,-1.5482833832389054,-1.2999984293572466,-1.4083777379738824,-0.9052720234794992,-0.6752801740880203,-1.4854367574865295,-1.2770858269633316,0.648074069840786
-1.2587323465395632,-0.6062041157300074,-1.1156993494996768,-1.3356669315844332,-1.5504740306657703,-1.2772956738174088,-1.426287877565308,-0.9446853019715836,-0.6964863041338307,-1.4854367574865295,-1.2967990680491797,0.6403124237432849
-1.108168077548245,-0.33334389838011186,-0.9618205928844231,-0.6425839296156984,-1.5482833832389054,-1.226234063875461,-1.437485545785888,-0.9543795803419789,-0.6834686914370017,-1.4854367574865295,-1.282561727264956,0.6324555320336759
-1.0354843497908048,-0.33334389838011186,-0.8540050981655927,-0.017568203444568314,-1.543497285294065,-1.2473859122638418,-1.4145647577007214,-0.925112859895654,-0.6748551239824102,-1.4854367574865295,-1.2770858269633316,0.5385164807134504
-0.9643812697733214,-0.19219167520790822,-1.0327250082499289,-0.8009344681366442,-1.5417761830778447,-1.2505197279179792,-1.3853934215465176,-0.9010982176172273,-0.6523372493436665,-1.4854367574865295,-1.272705106722032,0.5385164807134504
-0.9820144400448337,-0.1248289298503436,-0.8073655277447419,-1.4676665833775409,-1.5404424240892716,-1.2687914898343,-1.3502942937841107,-0.8735780166093335,-0.6502306332281019,-1.4854367574865295,-1.2190412837661129,0.6708203932499369
-0.8604768817418063,0.21538775525805265,-0.7576310809016501,-0.1780629911539954,-1.537183013257172,-1.2318861288949097,-1.2555828751591571,-0.9929814158870861,-0.591776336270216,-1.4854367574865295,-1.1752340813531175,0.6928203230275509
-0.7266267047924572,0.27267895425573624,-0.5933653545393979,-0.07762074224094791,-1.5283603854457681,-1.251311530035556,-1.192806126961467,-0.6814945254857974,-0.5086779866408422,-1.4854367574865295,-1.0777630559842029,0.7549834435270749
-0.6294357195551404,0.12706243466617545,-0.5720488782301736,-0.9184211969131153,-1.5200553885715193,-1.2657832339799977,-1.123406687086959,-0.7678549037751692,-0.43145512629119903,-1.4854367574865295,-1.0394317538728322,0.6928203230275509
-0.5660447038003715,0.21538775525805265,-0.4645612415096503,-1.7813811193868092,-1.5181455377400233,-1.2905770521191438,-1.1354118754093205,-0.7432463509887817,-0.4322192215217163,-1.7089507523434369,-1.0142426124853596,0.6928203230275509
-0.44238173970540984,0.41088904296995477,-0.5759454855116283,0.19781322011120597,-1.5231346406467312,-1.2812659754171425,-1.161586000002156,-0.8443394658313704,-1.3271310631578481,-1.7089507523434369,-1.0098618922440603,0.648074069840786
-0.5191977960415968,0.3564223925071178,-0.5151455165814017,0.2651438541835435,-1.5283603854457681,-1.2820033792199472,-1.1965916946777893,-0.6210682393773926,-0.4592746177600036,-1.4854367574865295,-1.0142426124853596,0.6244997998398398
-0.7102457633426985,0.1568369574370832,-0.5106233675251194,-0.160609178825656,-1.5321541300975858,-1.304109575788419,-1.2211265870610666,-0.6507778496096277,-0.48592427285403483,-1.4854367574865295,-1.0295751333299081,0.6557438524302001
-0.8775755819760108,0.27267895425573624,-0.8557850749380398,-1.3297050099780634,-1.5294679768569797,-1.3200856547973043,-1.2084235211107748,-0.6932702293518136,-0.512713137970752,-1.4854367574865295,-1.0733823357429035,0.6782329983125268
-0.759615583794785,0.27267895425573624,-0.6605041689356062,-0.013558820256744259,-1.5305565271076538,-1.3200856547973043,-1.160350801184496,-0.693845360080867,-0.5112415252960422,-1.4854367574865295,-1.067906435441279,0.7211102550927979
-0.8434626210817039,0.06645604734074201,-0.5178623230910732,0.6956581411847028,-1.5294679768569797,-1.3390016134478542,-1.1665379553703414,-0.6873326892537784,-0.5107759179397281,-1.7089507523434369,-1.0558594547777054,0.7416198487095663
-0.8096824934405922,0.38378665626717634,-0.2912260380058597,0.04513065127217402,-1.5294679768569797,-1.336867415435222,-1.1342982399179615,-0.6556746769598526,-0.4861521017342882,-1.4854367574865295,-1.049288374415756,0.6855654600401044
-0.7430829621069046,0.46433735574188517,-0.39863580056136905,-1.2140676913259205,-1.5305565271076538,-1.2951289134477377,-1.218268802412698,-0.683337291291131,-0.5152414314475856,-1.4854367574865295,-1.049288374415756,0.6708203932499369
-0.7762256429210127,0.1568369574370832,-0.6579708190092619,-0.23598191259668572,-1.5316262556893814,-1.3034139862099996,-1.203310292779421,-0.6707783141464992,-0.5105383081008849,-1.4854367574865295,-1.0416221139934818,0.7416198487095663
-0.6777057521370847,0.27267895425573624,-0.5076072270278514,0.34680655589125775,-1.5337101194502814,-1.3071621898585732,-1.228590976196093,-0.6913351296335163,-0.5177395388625645,-1.4854367574865295,-1.049288374415756,0.7483314773547883
-0.6454550026949705,0.41088904296995477,-0.647823438658175,-0.4057092741093139,-1.5305565271076538,-1.3233067813629988,-1.1885005691136785,-0.6587216960876529,-0.4877530591544863,-1.4854367574865295,-1.0339558535712077,0.8306623862918074
-0.6454550026949705,0.516822399090907,-0.5027886435176725,-1.354420253841733,-1.532677380821337,-1.3220299576678871,-1.2249408263913382,-0.7062329717429643,-0.5662953370904392,-1.4854367574865295,-1.019718512786984,0.6782329983125268
-0.6777057521370847,0.4906970385366294,-0.49847968887359134,0.2986669067923502,-1.5337101194502814,-1.3417379854848417,-1.2303246127818268,-0.676927126757248,-0.5221437527420191,-1.7089507523434369,-0.9956245514598367,0.8660254037844386
-0.7102457633426985,0.06645604734074201,-0.7399568968039922,0.30560312479361856,-1.530014618379337,-1.3512655638252828,-1.2136428729822437,-0.6863193636835415,-0.5158859628912046,-1.932464747200344,-1.0394317538728322,0.8366600265340756
-0.7102457633426985,0.516822399090907,-0.6357812712276948,-0.1996251128582619,-1.5255066499452716,-1.3151736546988062,-1.1542549517408855,-0.6338729186294021,-0.46903626738836757,-1.4854367574865295,-1.0240992330282839,0.8306623862918074
-0.5660447038003715,0.4906970385366294,-0.4281399439825693,-1.8352934092784492,-1.5213025207538775,-1.344160190973413,-1.1205677850830231,-0.6083973660501014,-0.43468511922823605,-1.4854367574865295,-1.0142426124853596,0.6708203932499369
-0.5817912958776988,-0.4846160064844854,-0.5719926870019307,-0.21470261539314595,-1.521918342579345,-1.325231641204876,-1.104093864062441,-0.5450782114990987,-0.4090236782262008,-1.4854367574865295,-0.9364848282022932,0.6633249580710799
-0.6294357195551404,0.1568369574370832,-0.7115944948889783,0.20580590519283126,-1.5161880095775329,-1.302388600699125,-1.068619225909499,-0.514979703345313,-0.3876435145723802,-1.7089507523434369,-0.9080101466338463,0.6708203932499369
-0.5817912958776988,0.18627501251539738,-0.5840579141517349,-0.7150105850387062,-1.516845864890802,-1.2779965598642502,-1.0442712209301384,-0.907532639365533,-0.4504985683467709,-2.3794927369141585,-0.9463414487452171,0.8544003745317531
-0.6777057521370847,0.27267895425573624,-0.29216785881604207,-1.7686553088818928,-1.5148561150447655,-1.3220299576678871,-1.0319172990207162,-0.5545314827068425,-1.3066341369284005,-1.7089507523434369,-0.9616739695897655,0.9219544457292888
-0.5191977960415968,0.27267895425573624,-0.3078769647136981,0.5929109898292917,-1.5114305994453057,-1.2992948751646587,-1.0023127359474164,-0.6683299004713872,-0.3555872659806656,-2.1559787420572514,-0.9123908668751457,0.9327379053088815
-0.4120796129853996,0.6441403641839113,-0.5589491170919664,0.6555287327136398,-1.5128173727075274,-1.2944580118307076,-1.025529100312923,-0.7565854714488772,-0.3663920211151796,-1.4854367574865295,-0.8302523623507795,0.8660254037844386
-0.6134859353731047,0.6190995586439199,-0.5071032068512641,-0.5130258240039921,-1.505657440131789,-1.24148302046142,-0.9651811506108038,-0.38063855492793297,-0.29398965561531354,-1.4854367574865295,-0.7864451599377844,0.7810249675906654
-0.6134859353731047,0.5427195774453761,-0.4943912480952438,-1.186372685297623,-1.5010834318209072,-1.1929280971390377,-0.9635821181058083,-0.40888960233165783,-0.31076779393406334,-1.4854367574865295,-0.8247764620491552,0.6928203230275509
-0.4120796129853996,0.5427195774453761,-0.2590459304136648,-0.8096623881174069,-1.49297538676521,-1.1562620330323445,-0.8705474192152775,-0.3438325357408897,-0.2521572545945675,-1.4854367574865295,-0.7765885393948603,0.6855654600401044
-0.32255609986350425,0.9072788596961704,-0.34181383478425986,0.41363692555669185,-1.4987156137547073,-1.210062793256104,-0.9308067852008464,-0.37747729214510967,-0.27732931039268294,-1.4854367574865295,-0.8149198415062313,0.6782329983125268
-0.4120796129853996,0.7903219167900551,-0.3624142684995062,0.3990098126469068,-1.5049098657754167,-1.2327091523000273,-0.9587246998036082,-0.38757924821596285,-0.2937549126091602,-1.4854367574865295,-0.8006825007220078,0.6782329983125268
-0.5503641360422951,0.18627501251539738,-0.5370734889352589,-1.529447275906664,-1.5041564281240254,-1.1562620330323445,-1.0082742838430523,-0.40639971664479096,-0.2994844463775215,-1.4854367574865295,-0.8587270439192264,0.7
-2.1106810363370094,0.7903219167900551,-0.5301605553749741,0.4134287721352145,-1.5041564281240254,-1.2032511741150431,-1.0093833264978198,-0.38807925982938485,-0.2779613626822391,-1.4854367574865295,-0.8269668221698049,0.7
-0.36706350362486845,0.6190995586439199,-0.30547610653513113,0.7295905979231513,-1.5100214594068513,-1.2661885508525068,-1.0635622155964612,-0.42155186826028274,-0.3014286648530536,-1.4854367574865295,-0.8685836644621505,0.714142842854285
-0.5660447038003715,0.21538775525805265,-0.5436501806326068,-0.1198536524806815,-1.5155247693972902,-1.2687914898343,-1.1052402013995508,-0.7130907210074846,-0.4060419192726819,-1.4854367574865295,-0.9463414487452171,1.1135528725660044
-0.6777057521370847,0.6441403641839113,-0.6041779089138276,-1.6616736247809716,-1.5128173727075274,-1.3007006295654258,-1.099873530225237,-0.5351577932910212,-0.40387990583131156,-1.7089507523434369,-0.9342944680816434,1.1
-0.5660447038003715,0.9755358907483919,-0.5802002781243926,-0.1257164837487155,-1.5114305994453057,-1.302388600699125,-1.0729256878171864,-0.7015755865738148,-0.38662764397678623,-1.7089507523434369,-0.9364848282022932,1.1
-0.47292342011318395,0.9755358907483919,-0.5324724851627035,0.4946050661074206,-1.5041564281240254,-1.2909161010592363,-1.0565391934580193,-0.4703683385496905,-0.3759582202089661,-1.4854367574865295,-0.8685836644621505,0.7071067811865476
-0.45762228026532453,0.7664199654728023,-0.5451100501691952,-0.5554975814184138,-1.5063991816913391,-1.283085336916755,-1.0520078064011429,-0.8581426033286479,-0.3811253488584187,-1.4854367574865295,-0.9123908668751457,0.7549834435270749
-0.4272010840861173,0.9301844299242658,-0.5152029509482613,-1.5810168280848005,-1.5107288401941616,-1.2680301921889892,-1.081655868732258,-0.5355928581690534,-0.39635059136383377,-1.4854367574865295,-0.9266282076593693,0.7071067811865476
