name,ztime,node,value
node_load1,2020-02-28 17:37:12,192.168.228.12,4.66
node_load1,2020-02-28 17:36:57,192.168.228.12,5.46
node_load1,2020-02-28 17:36:42,192.168.228.12,3.76
node_load1,2020-02-28 17:36:27,192.168.228.12,2.45
node_load1,2020-02-28 17:36:12,192.168.228.12,2.86
node_load1,2020-02-28 17:35:57,192.168.228.12,2.02
node_load1,2020-02-28 17:35:42,192.168.228.12,2.41
node_load1,2020-02-28 17:35:27,192.168.228.12,3.09
node_load1,2020-02-28 17:35:12,192.168.228.12,3.87
node_load1,2020-02-28 17:34:57,192.168.228.12,4.97
node_load1,2020-02-28 17:34:42,192.168.228.12,4.93
node_load1,2020-02-28 17:34:12,192.168.228.12,3.04
node_load1,2020-02-28 17:33:42,192.168.228.12,1.89
node_load1,2020-02-28 17:32:57,192.168.228.12,1.45
node_load1,2020-02-28 17:32:42,192.168.228.12,1.87
node_load1,2020-02-28 17:32:27,192.168.228.12,2.21
node_load1,2020-02-28 17:32:12,192.168.228.12,2.25
node_load1,2020-02-28 17:31:57,192.168.228.12,2.89
node_load1,2020-02-28 17:31:27,192.168.228.12,4.11
node_load1,2020-02-28 17:31:12,192.168.228.12,5.01
node_load1,2020-02-28 17:30:57,192.168.228.12,6.05
node_load1,2020-02-28 17:30:42,192.168.228.12,7.04
node_load1,2020-02-28 17:30:27,192.168.228.12,7.19
node_load1,2020-02-28 17:30:12,192.168.228.12,5.24
node_load1,2020-02-28 17:29:42,192.168.228.12,6.51
node_load1,2020-02-28 17:29:27,192.168.228.12,7.33
node_load1,2020-02-28 17:29:12,192.168.228.12,7.77
node_load1,2020-02-28 17:28:57,192.168.228.12,8.86
node_load1,2020-02-28 17:28:42,192.168.228.12,8.64
node_load1,2020-02-28 17:28:27,192.168.228.12,9.4
node_load1,2020-02-28 17:28:12,192.168.228.12,10.89
node_load1,2020-02-28 17:27:57,192.168.228.12,13.65
node_load1,2020-02-28 17:27:27,192.168.228.12,12.77
node_load1,2020-02-28 17:26:27,192.168.228.12,7.31
node_load1,2020-02-28 17:26:12,192.168.228.12,8.39
node_load1,2020-02-28 17:25:42,192.168.228.12,8.99
node_load1,2020-02-28 17:25:27,192.168.228.12,9.43
node_load1,2020-02-28 17:25:12,192.168.228.12,7.71
node_load1,2020-02-28 17:24:57,192.168.228.12,8.19
node_load1,2020-02-28 17:24:42,192.168.228.12,8.66
node_load1,2020-02-28 17:24:27,192.168.228.12,7.8
node_load1,2020-02-28 17:24:12,192.168.228.12,8.02
node_load1,2020-02-28 17:23:57,192.168.228.12,7.43
node_load1,2020-02-28 17:23:42,192.168.228.12,7.09
node_load1,2020-02-28 17:23:27,192.168.228.12,4.52
node_load1,2020-02-28 17:22:57,192.168.228.12,6.06
node_load1,2020-02-28 17:22:42,192.168.228.12,7.51
node_load1,2020-02-28 17:22:12,192.168.228.12,7.6
node_load1,2020-02-28 17:21:27,192.168.228.12,6.05
node_load1,2020-02-28 17:21:12,192.168.228.12,6.35
node_load1,2020-02-28 17:20:57,192.168.228.12,5.88
node_load1,2020-02-28 17:20:27,192.168.228.12,6.87
node_load1,2020-02-28 17:20:12,192.168.228.12,7.46
node_load1,2020-02-28 17:19:57,192.168.228.12,7.83
node_load1,2020-02-28 17:19:42,192.168.228.12,8.89
node_load1,2020-02-28 17:19:27,192.168.228.12,7.2
node_load1,2020-02-28 17:19:12,192.168.228.12,6.58
node_load1,2020-02-28 17:18:57,192.168.228.12,6.44
node_load1,2020-02-28 17:18:42,192.168.228.12,6.51
node_load1,2020-02-28 17:18:27,192.168.228.12,7.37
node_load1,2020-02-28 17:18:12,192.168.228.12,8.04
node_load1,2020-02-28 17:17:57,192.168.228.12,7.8
node_load1,2020-02-28 17:17:42,192.168.228.12,6.38
node_load1,2020-02-28 17:16:27,192.168.228.12,5.66
node_load1,2020-02-28 17:16:12,192.168.228.12,5.3
node_load1,2020-02-28 17:15:57,192.168.228.12,6.72
node_load1,2020-02-28 17:15:42,192.168.228.12,7.91
node_load1,2020-02-28 17:15:27,192.168.228.12,7.67
node_load1,2020-02-28 17:14:57,192.168.228.12,7.11
node_load1,2020-02-28 17:14:42,192.168.228.12,6.65
node_load1,2020-02-28 17:14:27,192.168.228.12,4.72
node_load1,2020-02-28 17:14:12,192.168.228.12,3.71
node_load1,2020-02-28 17:13:57,192.168.228.12,4.77
node_load1,2020-02-28 17:13:42,192.168.228.12,4.24
node_load1,2020-02-28 17:13:27,192.168.228.12,4.97
node_load1,2020-02-28 17:13:12,192.168.228.12,4.1
node_load1,2020-02-28 17:12:57,192.168.228.12,4.38
node_load1,2020-02-28 17:12:42,192.168.228.12,5.24
node_load1,2020-02-28 17:12:27,192.168.228.12,5.18
node_load1,2020-02-28 17:12:12,192.168.228.12,4.29
node_load1,2020-02-28 17:11:57,192.168.228.12,5.21
node_load1,2020-02-28 17:11:42,192.168.228.12,6.69
node_load1,2020-02-28 17:11:27,192.168.228.12,5.96
node_load1,2020-02-28 17:11:12,192.168.228.12,5.18
node_load1,2020-02-28 17:10:57,192.168.228.12,5.74
node_load1,2020-02-28 17:10:42,192.168.228.12,6.75
node_load1,2020-02-28 17:10:12,192.168.228.12,7.37
node_load1,2020-02-28 17:09:57,192.168.228.12,8.46
node_load1,2020-02-28 17:09:42,192.168.228.12,8.27
node_load1,2020-02-28 17:09:27,192.168.228.12,8.62
node_load1,2020-02-28 17:08:57,192.168.228.12,6.92
node_load1,2020-02-28 17:08:42,192.168.228.12,5.51
node_load1,2020-02-28 17:08:27,192.168.228.12,5.2
node_load1,2020-02-28 17:08:12,192.168.228.12,5.14
node_load1,2020-02-28 17:07:57,192.168.228.12,6.23
node_load1,2020-02-28 17:07:42,192.168.228.12,6.83
node_load1,2020-02-28 17:07:27,192.168.228.12,5.55
node_load1,2020-02-28 17:07:12,192.168.228.12,5.86
node_load1,2020-02-28 17:06:57,192.168.228.12,6.06
node_load1,2020-02-28 17:06:42,192.168.228.12,6.1
node_load1,2020-02-28 17:06:27,192.168.228.12,7.07
node_load1,2020-02-28 17:05:57,192.168.228.12,5.19
node_load1,2020-02-28 17:05:42,192.168.228.12,4.91
node_load1,2020-02-28 17:05:12,192.168.228.12,4.96
node_load1,2020-02-28 17:04:57,192.168.228.12,5.8
node_load1,2020-02-28 17:04:27,192.168.228.12,5.75
node_load1,2020-02-28 17:04:12,192.168.228.12,5.81
node_load1,2020-02-28 17:03:57,192.168.228.12,5.98
node_load1,2020-02-28 17:03:42,192.168.228.12,6.39
node_load1,2020-02-28 17:03:27,192.168.228.12,7.83
node_load1,2020-02-28 17:03:12,192.168.228.12,5.27
node_load1,2020-02-28 17:02:42,192.168.228.12,6.07
node_load1,2020-02-28 17:02:27,192.168.228.12,6.35
node_load1,2020-02-28 17:02:12,192.168.228.12,5.99
node_load1,2020-02-28 17:01:57,192.168.228.12,6.25
node_load1,2020-02-28 17:01:42,192.168.228.12,6.28
node_load1,2020-02-28 17:01:27,192.168.228.12,6.55
node_load1,2020-02-28 17:01:12,192.168.228.12,4.13
node_load1,2020-02-28 17:00:57,192.168.228.12,3.55
node_load1,2020-02-28 17:00:42,192.168.228.12,3.35
node_load1,2020-02-28 17:00:12,192.168.228.12,3.37
node_load1,2020-02-28 16:59:57,192.168.228.12,4.15
node_load1,2020-02-28 16:59:42,192.168.228.12,3.89
node_load1,2020-02-28 16:59:27,192.168.228.12,4.74
node_load1,2020-02-28 16:59:12,192.168.228.12,4.74
node_load1,2020-02-28 16:58:57,192.168.228.12,5.79
node_load1,2020-02-28 16:58:27,192.168.228.12,5.09
node_load1,2020-02-28 16:58:12,192.168.228.12,5.49
node_load1,2020-02-28 16:57:27,192.168.228.12,5.5
node_load1,2020-02-28 16:57:12,192.168.228.12,6.18
node_load1,2020-02-28 16:56:57,192.168.228.12,5.71
node_load1,2020-02-28 16:56:42,192.168.228.12,5.49
node_load1,2020-02-28 16:56:27,192.168.228.12,6.09
node_load1,2020-02-28 16:56:12,192.168.228.12,6.41
node_load1,2020-02-28 16:55:57,192.168.228.12,7.28
node_load1,2020-02-28 16:55:42,192.168.228.12,8.13
node_load1,2020-02-28 16:55:27,192.168.228.12,7.2
node_load1,2020-02-28 16:55:12,192.168.228.12,8.3
node_load1,2020-02-28 16:54:42,192.168.228.12,9.66
node_load1,2020-02-28 16:54:27,192.168.228.12,7.87
node_load1,2020-02-28 16:54:12,192.168.228.12,6.89
node_load1,2020-02-28 16:53:57,192.168.228.12,6.26
node_load1,2020-02-28 16:53:42,192.168.228.12,7.26
node_load1,2020-02-28 16:53:27,192.168.228.12,6.78
node_load1,2020-02-28 16:52:57,192.168.228.12,7.73
node_load1,2020-02-28 16:52:42,192.168.228.12,8.73
node_load1,2020-02-28 16:52:27,192.168.228.12,8.39
node_load1,2020-02-28 16:52:12,192.168.228.12,6.59
node_load1,2020-02-28 16:51:57,192.168.228.12,5.59
node_load1,2020-02-28 16:51:42,192.168.228.12,6.58
node_load1,2020-02-28 16:51:27,192.168.228.12,6.55
node_load1,2020-02-28 16:51:12,192.168.228.12,6.08
node_load1,2020-02-28 16:50:42,192.168.228.12,4.42
node_load1,2020-02-28 16:50:27,192.168.228.12,4.59
node_load1,2020-02-28 16:50:12,192.168.228.12,2.21
node_load1,2020-02-28 16:49:57,192.168.228.12,1.99
node_load1,2020-02-28 16:49:42,192.168.228.12,2.21
node_load1,2020-02-28 16:49:27,192.168.228.12,2.4
node_load1,2020-02-28 16:49:12,192.168.228.12,1.87
node_load1,2020-02-28 16:48:57,192.168.228.12,2.31
node_load1,2020-02-28 16:48:42,192.168.228.12,1.93
node_load1,2020-02-28 16:48:27,192.168.228.12,2.48
node_load1,2020-02-28 16:48:12,192.168.228.12,2.61
node_load1,2020-02-28 16:47:42,192.168.228.12,2.95
node_load1,2020-02-28 16:47:27,192.168.228.12,3.33
node_load1,2020-02-28 16:47:12,192.168.228.12,3.25
node_load1,2020-02-28 16:46:57,192.168.228.12,3.45
node_load1,2020-02-28 16:46:42,192.168.228.12,3.65
node_load1,2020-02-28 16:46:27,192.168.228.12,3.36
node_load1,2020-02-28 16:46:12,192.168.228.12,2.71
node_load1,2020-02-28 16:45:57,192.168.228.12,1.74
node_load1,2020-02-28 16:45:42,192.168.228.12,2.23
node_load1,2020-02-28 16:45:12,192.168.228.12,3.46
node_load1,2020-02-28 16:44:57,192.168.228.12,3.12
node_load1,2020-02-28 16:44:42,192.168.228.12,2.39
node_load1,2020-02-28 16:44:27,192.168.228.12,2.71
node_load1,2020-02-28 16:44:12,192.168.228.12,3.31
node_load1,2020-02-28 16:43:57,192.168.228.12,3.25
node_load1,2020-02-28 16:43:42,192.168.228.12,2.69
node_load1,2020-02-28 16:43:27,192.168.228.12,1.81
node_load1,2020-02-28 16:43:12,192.168.228.12,2.01
node_load1,2020-02-28 16:42:57,192.168.228.12,2.15
node_load1,2020-02-28 16:42:42,192.168.228.12,2.06
node_load1,2020-02-28 16:42:27,192.168.228.12,1.44
node_load1,2020-02-28 16:42:12,192.168.228.12,1.74
node_load1,2020-02-28 16:41:57,192.168.228.12,1.46
node_load1,2020-02-28 16:41:42,192.168.228.12,1.5
node_load1,2020-02-28 16:41:27,192.168.228.12,1.16
node_load1,2020-02-28 16:41:12,192.168.228.12,1.49
node_load1,2020-02-28 16:40:57,192.168.228.12,1.83
node_load1,2020-02-28 16:40:42,192.168.228.12,2.18
node_load1,2020-02-28 16:40:27,192.168.228.12,2.61
node_load1,2020-02-28 16:40:12,192.168.228.12,3.35
node_load1,2020-02-28 16:39:57,192.168.228.12,4.05
node_load1,2020-02-28 16:39:42,192.168.228.12,3.79
node_load1,2020-02-28 16:39:27,192.168.228.12,4.78
node_load1,2020-02-28 16:39:12,192.168.228.12,5.23
node_load1,2020-02-28 16:38:57,192.168.228.12,5.8
node_load1,2020-02-28 16:38:42,192.168.228.12,4.66
node_load1,2020-02-28 16:38:27,192.168.228.12,4.28
node_load1,2020-02-28 16:38:12,192.168.228.12,3.64
node_load1,2020-02-28 16:37:57,192.168.228.12,4.15
node_load1,2020-02-28 16:37:42,192.168.228.12,4.66
node_load1,2020-02-28 16:37:27,192.168.228.12,3.87
node_load1,2020-02-28 16:37:12,192.168.228.12,3.92
node_load1,2020-02-28 16:36:57,192.168.228.12,4.68
node_load1,2020-02-28 16:36:42,192.168.228.12,3.96
node_load1,2020-02-28 16:36:27,192.168.228.12,4.45
node_load1,2020-02-28 16:36:12,192.168.228.12,4.34
node_load1,2020-02-28 16:35:57,192.168.228.12,3.45
node_load1,2020-02-28 16:35:42,192.168.228.12,3.32
node_load1,2020-02-28 16:35:27,192.168.228.12,4.26
node_load1,2020-02-28 16:35:12,192.168.228.12,4.85
node_load1,2020-02-28 16:34:57,192.168.228.12,5.14
node_load1,2020-02-28 16:34:42,192.168.228.12,4.81
node_load1,2020-02-28 16:34:27,192.168.228.12,5.07
node_load1,2020-02-28 16:34:12,192.168.228.12,6.08
node_load1,2020-02-28 16:33:57,192.168.228.12,5.4
node_load1,2020-02-28 16:33:42,192.168.228.12,3.73
node_load1,2020-02-28 16:33:27,192.168.228.12,4.6
node_load1,2020-02-28 16:33:12,192.168.228.12,4.37
node_load1,2020-02-28 16:32:57,192.168.228.12,5.61
node_load1,2020-02-28 16:32:42,192.168.228.12,6.91
node_load1,2020-02-28 16:32:27,192.168.228.12,7.14
node_load1,2020-02-28 16:31:57,192.168.228.12,5.06
node_load1,2020-02-28 16:31:42,192.168.228.12,5.11
node_load1,2020-02-28 16:31:27,192.168.228.12,5.63
node_load1,2020-02-28 16:30:57,192.168.228.12,4.72
node_load1,2020-02-28 16:30:42,192.168.228.12,5.57
node_load1,2020-02-28 16:30:27,192.168.228.12,5.41
node_load1,2020-02-28 16:30:12,192.168.228.12,6.01
node_load1,2020-02-28 16:29:57,192.168.228.12,4.22
node_load1,2020-02-28 16:29:42,192.168.228.12,3.72
node_load1,2020-02-28 16:29:27,192.168.228.12,4.68
node_load1,2020-02-28 16:29:12,192.168.228.12,4.34
node_load1,2020-02-28 16:28:57,192.168.228.12,4.03
node_load1,2020-02-28 16:28:27,192.168.228.12,4.63
node_load1,2020-02-28 16:28:12,192.168.228.12,5.85
node_load1,2020-02-28 16:27:57,192.168.228.12,6
node_load1,2020-02-28 16:27:42,192.168.228.12,6.04
node_load1,2020-02-28 16:27:27,192.168.228.12,4.56
node_load1,2020-02-28 16:27:12,192.168.228.12,5.57
node_load1,2020-02-28 16:26:27,192.168.228.12,6.41
node_load1,2020-02-28 16:26:12,192.168.228.12,6.77
node_load1,2020-02-28 16:25:57,192.168.228.12,6.19
node_load1,2020-02-28 16:25:42,192.168.228.12,7.04
node_load1,2020-02-28 16:25:27,192.168.228.12,6.97
node_load1,2020-02-28 16:25:12,192.168.228.12,7.7
node_load1,2020-02-28 16:24:57,192.168.228.12,7.06
node_load1,2020-02-28 16:24:42,192.168.228.12,7.5
node_load1,2020-02-28 16:24:27,192.168.228.12,7.62
node_load1,2020-02-28 16:24:12,192.168.228.12,7.06
node_load1,2020-02-28 16:23:57,192.168.228.12,5.55
node_load1,2020-02-28 16:23:42,192.168.228.12,4.69
node_load1,2020-02-28 16:23:12,192.168.228.12,4.58
node_load1,2020-02-28 16:22:57,192.168.228.12,3.97
node_load1,2020-02-28 16:22:42,192.168.228.12,3.21
node_load1,2020-02-28 16:22:27,192.168.228.12,3.95
node_load1,2020-02-28 16:21:57,192.168.228.12,4.58
node_load1,2020-02-28 16:21:42,192.168.228.12,4.82
node_load1,2020-02-28 16:21:27,192.168.228.12,6
node_load1,2020-02-28 16:21:12,192.168.228.12,6
node_load1,2020-02-28 16:20:57,192.168.228.12,5.9
node_load1,2020-02-28 16:20:42,192.168.228.12,6.28
node_load1,2020-02-28 16:20:27,192.168.228.12,5.81
node_load1,2020-02-28 16:20:12,192.168.228.12,6.04
node_load1,2020-02-28 16:19:57,192.168.228.12,6.04
node_load1,2020-02-28 16:19:42,192.168.228.12,6.81
node_load1,2020-02-28 16:19:27,192.168.228.12,6.05
node_load1,2020-02-28 16:19:12,192.168.228.12,5.57
node_load1,2020-02-28 16:18:57,192.168.228.12,5.87
node_load1,2020-02-28 16:18:42,192.168.228.12,6.45
node_load1,2020-02-28 16:18:27,192.168.228.12,7.34
node_load1,2020-02-28 16:18:12,192.168.228.12,6.69
node_load1,2020-02-28 16:17:57,192.168.228.12,6.96
node_load1,2020-02-28 16:17:27,192.168.228.12,5.97
node_load1,2020-02-28 16:17:12,192.168.228.12,6.06
node_load1,2020-02-28 16:16:57,192.168.228.12,4.99
node_load1,2020-02-28 16:16:12,192.168.228.12,3.01
node_load1,2020-02-28 16:15:57,192.168.228.12,3.3
node_load1,2020-02-28 16:15:42,192.168.228.12,3.77
node_load1,2020-02-28 16:15:27,192.168.228.12,3.57
node_load1,2020-02-28 16:15:12,192.168.228.12,3.66
node_load1,2020-02-28 16:14:57,192.168.228.12,3.93
node_load1,2020-02-28 16:14:42,192.168.228.12,4.7
node_load1,2020-02-28 16:14:27,192.168.228.12,4.81
node_load1,2020-02-28 16:14:12,192.168.228.12,5.09
node_load1,2020-02-28 16:13:57,192.168.228.12,5.3
node_load1,2020-02-28 16:13:42,192.168.228.12,6.16
node_load1,2020-02-28 16:13:27,192.168.228.12,7.08
node_load1,2020-02-28 16:13:12,192.168.228.12,5.72
node_load1,2020-02-28 16:12:57,192.168.228.12,3.16
node_load1,2020-02-28 16:12:42,192.168.228.12,3.38
node_load1,2020-02-28 16:12:27,192.168.228.12,3.11
node_load1,2020-02-28 16:12:12,192.168.228.12,2.76
node_load1,2020-02-28 16:11:57,192.168.228.12,3.26
node_load1,2020-02-28 16:11:42,192.168.228.12,1.83
node_load1,2020-02-28 16:11:27,192.168.228.12,1.22
node_load1,2020-02-28 16:11:12,192.168.228.12,1.57
node_load1,2020-02-28 16:10:57,192.168.228.12,2.02
node_load1,2020-02-28 16:10:42,192.168.228.12,1.78
node_load1,2020-02-28 16:10:27,192.168.228.12,0.96
node_load1,2020-02-28 16:10:12,192.168.228.12,1.24
node_load1,2020-02-28 16:09:57,192.168.228.12,1.42
node_load1,2020-02-28 16:09:27,192.168.228.12,2.34
node_load1,2020-02-28 16:09:12,192.168.228.12,0.96
node_load1,2020-02-28 16:08:57,192.168.228.12,1.24
node_load1,2020-02-28 16:08:42,192.168.228.12,1.59
node_load1,2020-02-28 16:08:27,192.168.228.12,1.17
node_load1,2020-02-28 16:08:12,192.168.228.12,1.5
node_load1,2020-02-28 16:07:57,192.168.228.12,1.83
node_load1,2020-02-28 16:07:42,192.168.228.12,1.63
node_load1,2020-02-28 16:07:27,192.168.228.12,1.68
node_load1,2020-02-28 16:07:12,192.168.228.12,1.35
node_load1,2020-02-28 16:06:57,192.168.228.12,1.64
node_load1,2020-02-28 16:06:42,192.168.228.12,1.11
node_load1,2020-02-28 16:06:27,192.168.228.12,1.34
node_load1,2020-02-28 16:06:12,192.168.228.12,1.72
node_load1,2020-02-28 16:05:57,192.168.228.12,1.68
node_load1,2020-02-28 16:05:42,192.168.228.12,2.16
node_load1,2020-02-28 16:05:27,192.168.228.12,2.1
node_load1,2020-02-28 16:05:12,192.168.228.12,2
node_load1,2020-02-28 16:04:57,192.168.228.12,2.58
node_load1,2020-02-28 16:04:42,192.168.228.12,1.71
node_load1,2020-02-28 16:04:27,192.168.228.12,2.1
node_load1,2020-02-28 16:04:12,192.168.228.12,1.74
node_load1,2020-02-28 16:03:57,192.168.228.12,1.83
node_load1,2020-02-28 16:03:27,192.168.228.12,1.16
node_load1,2020-02-28 16:02:42,192.168.228.12,1.51
node_load1,2020-02-28 16:02:27,192.168.228.12,1.31
node_load1,2020-02-28 16:02:12,192.168.228.12,1.6
node_load1,2020-02-28 16:01:27,192.168.228.12,2.32
node_load1,2020-02-28 16:01:12,192.168.228.12,2.88
node_load1,2020-02-28 16:00:57,192.168.228.12,3.44
node_load1,2020-02-28 16:00:42,192.168.228.12,4.12
node_load1,2020-02-28 16:00:27,192.168.228.12,3.84
node_load1,2020-02-28 16:00:12,192.168.228.12,3.2
node_load1,2020-02-28 15:59:57,192.168.228.12,2.98
node_load1,2020-02-28 15:59:42,192.168.228.12,3.62
node_load1,2020-02-28 15:59:27,192.168.228.12,3.64
node_load1,2020-02-28 15:59:12,192.168.228.12,4.18
node_load1,2020-02-28 15:58:57,192.168.228.12,4.49
node_load1,2020-02-28 15:58:42,192.168.228.12,5.33
node_load1,2020-02-28 15:58:27,192.168.228.12,5.71
node_load1,2020-02-28 15:58:12,192.168.228.12,3.34
node_load1,2020-02-28 15:57:57,192.168.228.12,4.2
node_load1,2020-02-28 15:57:42,192.168.228.12,5.12
node_load1,2020-02-28 15:57:27,192.168.228.12,4.97
node_load1,2020-02-28 15:56:57,192.168.228.12,3.98
node_load1,2020-02-28 15:56:42,192.168.228.12,4.07
node_load1,2020-02-28 15:56:27,192.168.228.12,3.31
node_load1,2020-02-28 15:56:12,192.168.228.12,2.46
node_load1,2020-02-28 15:55:57,192.168.228.12,0.87
node_load1,2020-02-28 15:55:27,192.168.228.12,1.02
node_load1,2020-02-28 15:55:12,192.168.228.12,1.31
node_load1,2020-02-28 15:54:57,192.168.228.12,1.68
node_load1,2020-02-28 15:54:42,192.168.228.12,2.16
node_load1,2020-02-28 15:54:27,192.168.228.12,2.12
node_load1,2020-02-28 15:54:12,192.168.228.12,2.72
node_load1,2020-02-28 15:53:57,192.168.228.12,1.85
node_load1,2020-02-28 15:53:42,192.168.228.12,2.12
node_load1,2020-02-28 15:53:27,192.168.228.12,2.31
node_load1,2020-02-28 15:52:57,192.168.228.12,3.71
node_load1,2020-02-28 15:52:42,192.168.228.12,4.4
node_load1,2020-02-28 15:52:27,192.168.228.12,5.27
node_load1,2020-02-28 15:52:12,192.168.228.12,2.48
node_load1,2020-02-28 15:51:57,192.168.228.12,2.4
node_load1,2020-02-28 15:51:42,192.168.228.12,2.33
node_load1,2020-02-28 15:51:27,192.168.228.12,2.38
node_load1,2020-02-28 15:51:12,192.168.228.12,2.78
node_load1,2020-02-28 15:50:57,192.168.228.12,3.26
node_load1,2020-02-28 15:50:42,192.168.228.12,3.62
node_load1,2020-02-28 15:50:27,192.168.228.12,4.04
node_load1,2020-02-28 15:50:12,192.168.228.12,4.79
node_load1,2020-02-28 15:49:57,192.168.228.12,2.87
node_load1,2020-02-28 15:49:42,192.168.228.12,2
node_load1,2020-02-28 15:49:27,192.168.228.12,1.69
node_load1,2020-02-28 15:49:12,192.168.228.12,2.09
node_load1,2020-02-28 15:48:57,192.168.228.12,2.32
node_load1,2020-02-28 15:48:42,192.168.228.12,2.98
node_load1,2020-02-28 15:48:27,192.168.228.12,3.39
node_load1,2020-02-28 15:48:12,192.168.228.12,4.07
node_load1,2020-02-28 15:47:57,192.168.228.12,5.23
node_load1,2020-02-28 15:47:27,192.168.228.12,3.91
node_load1,2020-02-28 15:47:12,192.168.228.12,3.31
node_load1,2020-02-28 15:46:57,192.168.228.12,3.67
node_load1,2020-02-28 15:46:27,192.168.228.12,3.77
node_load1,2020-02-28 15:46:12,192.168.228.12,4.74
node_load1,2020-02-28 15:45:57,192.168.228.12,2.49
node_load1,2020-02-28 15:45:42,192.168.228.12,2.82
node_load1,2020-02-28 15:45:27,192.168.228.12,2.58
node_load1,2020-02-28 15:45:12,192.168.228.12,1.66
node_load1,2020-02-28 15:44:57,192.168.228.12,2.04
node_load1,2020-02-28 15:44:42,192.168.228.12,2.14
node_load1,2020-02-28 15:44:12,192.168.228.12,3.26
node_load1,2020-02-28 15:43:57,192.168.228.12,2.34
node_load1,2020-02-28 15:43:42,192.168.228.12,2.5
node_load1,2020-02-28 15:43:12,192.168.228.12,3.16
node_load1,2020-02-28 15:42:42,192.168.228.12,3.58
node_load1,2020-02-28 15:42:27,192.168.228.12,3.85
node_load1,2020-02-28 15:42:12,192.168.228.12,3.02
node_load1,2020-02-28 15:41:42,192.168.228.12,3.58
node_load1,2020-02-28 15:41:27,192.168.228.12,3.06
node_load1,2020-02-28 15:41:12,192.168.228.12,2.82
node_load1,2020-02-28 15:40:57,192.168.228.12,3.54
node_load1,2020-02-28 15:40:42,192.168.228.12,4.14
node_load1,2020-02-28 15:40:27,192.168.228.12,3.62
node_load1,2020-02-28 15:40:12,192.168.228.12,3.77
node_load1,2020-02-28 15:39:57,192.168.228.12,4.45
node_load1,2020-02-28 15:39:27,192.168.228.12,3.9
node_load1,2020-02-28 15:39:12,192.168.228.12,3.82
node_load1,2020-02-28 15:38:57,192.168.228.12,4.3
node_load1,2020-02-28 15:38:42,192.168.228.12,4.35
node_load1,2020-02-28 15:38:12,192.168.228.12,3.52
node_load1,2020-02-28 15:37:57,192.168.228.12,4.05
node_load1,2020-02-28 15:37:42,192.168.228.12,2.65
node_load1,2020-02-28 15:37:12,192.168.228.12,3.41
node_load1,2020-02-28 15:36:57,192.168.228.12,3.62
node_load1,2020-02-28 15:36:42,192.168.228.12,4.28
node_load1,2020-02-28 15:36:27,192.168.228.12,3.53
node_load1,2020-02-28 15:35:57,192.168.228.12,3.6
node_load1,2020-02-28 15:35:42,192.168.228.12,3.38
node_load1,2020-02-28 15:35:27,192.168.228.12,2.01
node_load1,2020-02-28 15:35:12,192.168.228.12,2.1
node_load1,2020-02-28 15:34:27,192.168.228.12,2.77
node_load1,2020-02-28 15:34:12,192.168.228.12,2.48
node_load1,2020-02-28 15:33:57,192.168.228.12,3.09
node_load1,2020-02-28 15:33:42,192.168.228.12,3.22
node_load1,2020-02-28 15:33:27,192.168.228.12,3
node_load1,2020-02-28 15:33:12,192.168.228.12,2.17
node_load1,2020-02-28 15:32:57,192.168.228.12,1.57
node_load1,2020-02-28 15:32:42,192.168.228.12,2.02
node_load1,2020-02-28 15:32:27,192.168.228.12,1.99
node_load1,2020-02-28 15:31:57,192.168.228.12,3.18
node_load1,2020-02-28 15:31:27,192.168.228.12,3.06
node_load1,2020-02-28 15:31:12,192.168.228.12,3.37
node_load1,2020-02-28 15:30:57,192.168.228.12,1.95
node_load1,2020-02-28 15:30:42,192.168.228.12,2.05
node_load1,2020-02-28 15:30:12,192.168.228.12,2.33
node_load1,2020-02-28 15:29:57,192.168.228.12,3
node_load1,2020-02-28 15:29:42,192.168.228.12,2.95
node_load1,2020-02-28 15:29:27,192.168.228.12,2.38
node_load1,2020-02-28 15:29:12,192.168.228.12,1.29
node_load1,2020-02-28 15:28:57,192.168.228.12,1.47
node_load1,2020-02-28 15:28:42,192.168.228.12,1.59
node_load1,2020-02-28 15:28:27,192.168.228.12,2.04
node_load1,2020-02-28 15:28:12,192.168.228.12,1.86
node_load1,2020-02-28 15:27:57,192.168.228.12,1.02
node_load1,2020-02-28 15:27:42,192.168.228.12,1.32
node_load1,2020-02-28 15:27:27,192.168.228.12,1.69
node_load1,2020-02-28 15:27:12,192.168.228.12,1.81
node_load1,2020-02-28 15:26:57,192.168.228.12,1.81
node_load1,2020-02-28 15:26:27,192.168.228.12,1.53
node_load1,2020-02-28 15:26:12,192.168.228.12,1.67
node_load1,2020-02-28 15:25:57,192.168.228.12,1.97
node_load1,2020-02-28 15:25:42,192.168.228.12,2.18
node_load1,2020-02-28 15:25:27,192.168.228.12,2.24
node_load1,2020-02-28 15:24:57,192.168.228.12,3.08
node_load1,2020-02-28 15:24:42,192.168.228.12,2.11
node_load1,2020-02-28 15:24:27,192.168.228.12,2.61
node_load1,2020-02-28 15:24:12,192.168.228.12,1.87
node_load1,2020-02-28 15:23:57,192.168.228.12,2.31
node_load1,2020-02-28 15:23:42,192.168.228.12,2.77
node_load1,2020-02-28 15:23:27,192.168.228.12,3.46
node_load1,2020-02-28 15:23:12,192.168.228.12,3.12
node_load1,2020-02-28 15:22:57,192.168.228.12,3.73
